Distributor,Theaters,Movie_years,Movie_budget,Movie_aspect_ratio,Movie_runtime,Movie_ratings,Movie_director,Movie_director_credit,Movie_director_awords_Oscars,Movie_director_awords_win,Movie_director_awords_nominations,Movie_actor_1_name,Movie_actor_1_credit,Movie_actor_1_awords_Oscars,Movie_actor_1_awords_win,Movie_actor_1_awords_nominations,Movie_actor_2_name,Movie_actor_2_credit,Movie_actor_2_awords_Oscars,Movie_actor_2_awords_win,Movie_actor_2_awords_nominations,Movie_actor_3_name,Movie_actor_3_credit,Movie_actor_3_awords_Oscars,Movie_actor_3_awords_win,Movie_actor_3_awords_nominations,Movie_music_names,Movie_music_credit,Movie_music_awords_Oscars,Movie_music_awords_win,Movie_music_awords_nominations,Movie_writter_names,Movie_writter_credit,Movie_writter_awords_Oscars,Movie_writter_awords_wins,Movie_writter_awords_nominations,Movie_cinematography_name,Movie_cinematography_credit,Movie_cinematography_aword_Oscars,Movie_cinematography_aword_win,Movie_cinematography_aword_nominations,Movie_costume_name,Movie_costume_credit,Movie_costume_aword_Oscars,Movie_costume_aword_win,Movie_costume_aword_nominations,Movie_awords_win,Movie_awords_nominations,Movie_awords_oscars
10,3693,2017,100000000,2.35,102,5.9,114,5,0,3,1,94,5,0,0,4,466,0,0,1,7,596,4,0,1,0,25,72,2,12,17,299,7,1,1,6,214,26,1,2,5,208,24,0,0,1,0,6,0
7,3049,2013,5000000,2.35,110,6.6,184,7,0,14,13,340,26,2,3,19,547,0,2,5,21,726,17,0,1,0,112,7,0,2,3,370,10,0,6,15,165,33,0,3,4,216,48,0,0,1,0,16,0
0,3602,2006,45000000,1.85,110,5.1,112,12,1,3,1,26,0,0,1,23,522,0,0,8,26,150,41,0,0,0,87,9,1,6,2,112,3,2,4,4,329,38,0,0,0,55,28,0,0,1,1,3,0
29,3119,2012,85000000,2.35,112,6.7,86,7,0,3,3,110,50,2,75,167,558,49,1,9,43,734,0,1,12,1,175,20,2,11,17,143,0,0,0,0,240,47,0,0,1,371,20,0,0,1,1,7,0
22,3037,2019,48000000,2.39,134,4.8,126,4,3,11,31,259,0,0,51,73,466,0,0,1,7,214,0,0,0,0,25,85,2,14,19,179,0,3,11,31,25,55,1,1,7,219,32,0,1,18,1,8,0
29,2628,2001,38000000,2.39,129,6.8,369,20,0,1,3,344,18,0,7,12,651,8,0,7,38,520,0,0,11,0,17,0,0,0,0,350,0,0,0,0,101,12,0,0,2,348,16,0,0,2,11,18,0
16,3411,2008,25000000,1.85,103,7,284,8,0,2,9,277,0,1,2,10,301,0,0,0,1,699,1,0,1,0,145,0,1,0,6,170,4,1,4,38,186,0,0,0,2,277,0,0,0,0,5,34,0
30,3654,2005,150000000,1.78,54,5.7,276,2,0,0,3,444,11,3,11,41,204,59,5,13,10,193,74,5,4,5,101,69,1,16,10,389,3,0,0,3,56,0,0,0,1,158,0,0,1,6,4,15,0
18,3749,2006,82500000,1.85,124,6.4,137,4,0,0,0,3,38,1,49,108,350,0,0,10,40,141,103,1,9,1,191,17,2,12,8,565,8,1,2,7,78,62,1,14,10,117,29,0,0,0,3,11,1
29,3038,2016,9000000,2.39,106,7.3,270,12,2,11,37,185,43,1,14,32,36,0,2,5,20,70,0,0,2,0,222,3,0,0,0,383,14,2,11,37,231,31,0,4,7,304,20,2,2,18,9,23,0
22,3591,2004,75000000,2.39,83,6.8,345,12,0,1,4,3,33,1,47,106,161,0,1,16,43,631,35,3,1,3,205,5,0,0,8,215,0,0,0,1,131,31,1,8,5,73,0,0,0,0,6,10,0
30,3287,2007,75000000,2.39,115,5.8,345,12,0,1,4,3,33,1,47,106,161,0,1,16,43,631,35,3,1,3,205,5,0,0,8,215,0,0,0,1,131,31,1,8,5,73,0,0,0,0,6,10,0
31,3703,2011,125000000,2.39,118,7.5,166,16,0,8,11,361,77,2,32,105,336,40,2,9,61,561,0,1,3,1,75,95,1,112,235,434,3,0,0,0,260,65,1,1,15,171,52,2,9,43,3,11,0
30,2664,1998,23000000,1.85,106,6.2,137,1,0,0,0,3,15,1,41,100,360,0,1,12,76,279,35,2,13,2,4,2,0,2,1,583,2,1,1,7,319,19,0,2,5,382,63,0,0,0,6,6,0
26,3948,2014,103000000,2.39,85,6.3,56,10,2,2,13,181,22,0,1,15,77,4,1,2,6,426,0,1,5,1,108,17,1,35,65,166,21,0,1,3,265,16,0,4,3,169,0,0,0,0,2,24,0
26,3826,2011,90000000,2.35,81,6.9,56,8,2,2,13,244,0,0,0,0,275,4,0,0,0,682,0,0,0,0,108,15,1,32,62,83,0,2,2,13,265,13,0,4,3,390,0,0,0,0,3,30,1
26,3594,2014,48000000,2.35,107,6,323,21,0,2,2,270,92,1,15,42,191,106,1,50,58,243,0,0,5,0,163,15,0,6,4,382,46,1,22,20,100,60,0,4,9,129,0,0,0,0,3,2,0
29,3070,2006,52000000,1.85,117,5.8,348,17,0,2,5,432,45,0,8,14,289,0,1,27,75,355,0,1,5,1,110,5,0,6,22,277,1,0,0,1,99,42,0,0,2,54,18,0,0,0,3,5,0
30,3749,2015,200000000,2.39,99,6.7,346,1,0,0,6,201,48,1,8,37,192,0,2,114,110,469,0,0,0,0,92,12,4,18,9,65,4,2,4,29,315,0,0,1,8,247,0,0,0,0,9,40,1
31,3290,2004,110000000,2.39,100,6.5,426,18,1,14,69,54,49,2,100,191,83,0,1,1,19,254,54,2,74,2,50,0,0,1,1,214,1,0,0,4,321,6,1,14,69,288,29,4,12,12,4,10,0
22,3245,2020,10000000,2.39,129,4.3,316,3,0,5,14,403,0,0,3,4,344,0,0,0,0,172,60,0,0,0,207,0,0,1,3,449,3,0,5,14,352,36,0,0,0,44,0,0,0,1,0,2,0
31,2930,2012,7000000,2.39,90,6.1,426,32,1,22,77,298,48,1,39,76,88,28,0,23,57,568,0,0,2,0,203,0,1,22,77,490,1,0,0,1,321,18,1,22,77,125,0,1,0,3,9,14,0
30,4310,2020,7000000,2.39,101,7.4,426,32,1,22,77,298,48,1,39,76,88,28,0,23,57,568,0,0,2,0,203,0,1,22,77,490,1,0,0,1,321,18,1,22,77,125,0,1,0,3,9,14,0
26,3181,2013,43000000,2.35,96,6.6,329,16,4,0,-1,380,0,1,68,108,440,0,2,30,98,182,64,1,1,1,144,4,0,3,1,345,4,0,1,4,273,47,1,6,23,60,33,1,1,2,7,16,0
26,4003,2017,104000000,2.39,108,6.7,285,5,1,1,14,404,11,1,3,27,169,6,0,0,1,261,23,0,1,0,81,18,0,11,17,260,11,0,2,5,109,13,0,1,4,24,38,3,1,25,2,14,0
30,3257,2000,127500000,1.85,106,6.5,129,0,1,0,3,13,0,1,15,63,486,91,1,12,14,492,22,0,3,0,88,62,8,49,77,580,4,0,0,2,74,0,0,4,4,195,0,0,0,0,4,21,0
16,3271,2015,50000000,1.85,93,6.2,398,4,0,1,2,438,90,2,10,85,423,54,2,17,71,449,0,3,3,3,144,6,0,3,1,70,4,2,0,4,176,45,0,0,3,55,42,0,0,1,1,4,0
31,3911,2008,80000000,1.85,125,6.5,345,15,0,1,4,396,37,1,22,126,31,0,1,55,99,201,47,0,15,0,216,19,0,16,10,589,13,0,1,2,78,66,1,1,-3,99,30,1,3,6,3,6,0
29,3768,2018,55000000,2.39,94,4.5,180,31,0,1,7,95,0,0,10,15,266,14,0,7,8,230,59,0,1,0,44,100,4,77,98,445,14,0,1,1,166,38,1,1,3,359,59,2,0,1,6,10,0
22,3462,2008,90000000,1.85,110,5.5,116,32,0,1,4,3,42,1,51,110,317,75,2,5,19,227,0,0,1,0,191,21,2,12,8,9,15,1,51,110,221,23,0,1,4,117,32,0,0,0,2,2,0
31,3561,2016,180000000,2.35,102,6.2,111,21,1,10,15,12,46,1,7,12,544,1,0,0,0,133,0,0,0,0,191,24,2,7,3,6,1,0,0,0,123,25,1,0,2,340,85,2,0,8,2,4,0
5,4059,2006,80000000,1.85,117,6.7,442,3,0,6,2,66,65,1,5,27,205,23,2,3,29,692,29,1,20,1,191,17,2,12,8,371,9,0,0,1,161,0,0,4,1,8,0,0,0,0,7,26,0
29,3464,2003,109000000,1.85,141,4,37,10,4,3,16,313,31,1,10,25,5,55,1,28,92,407,0,0,1,0,53,0,0,0,0,169,68,2,1,6,97,25,3,126,61,329,27,1,3,9,7,22,0
26,3395,2004,60000000,2.35,82,5.6,333,7,0,2,3,379,0,0,11,24,514,29,0,7,7,429,96,3,16,3,76,6,0,0,3,125,19,0,4,8,72,0,0,0,2,245,9,0,0,1,2,4,0
22,3932,2016,73000000,1.85,96,6.3,77,0,0,0,2,196,44,1,1,15,330,47,0,12,6,164,35,0,2,0,79,90,0,6,5,319,13,1,2,10,183,0,0,0,1,78,0,3,2,18,2,8,0
29,3745,2012,125000000,2.39,110,6.6,453,2,2,3,40,207,37,2,25,51,572,88,0,0,1,686,166,1,0,1,88,93,8,61,89,593,15,2,3,40,275,73,1,7,31,359,50,2,0,1,1,11,0
31,3075,2001,85000000,2.39,105,7.7,426,14,1,11,66,150,47,2,71,185,84,0,0,0,0,579,11,0,0,0,50,0,0,1,1,209,13,0,0,1,321,2,1,11,66,167,26,1,3,6,4,20,0
16,3917,2011,135000000,1.78,113,7.2,162,18,1,9,12,228,59,3,67,138,247,0,0,4,11,1,0,1,15,1,75,95,1,112,235,306,13,3,7,36,287,76,2,157,150,149,0,0,0,1,45,25,1
24,3165,2009,70000000,2.39,110,8.3,357,16,2,155,270,54,58,2,105,196,464,0,0,20,29,135,94,2,71,2,184,0,3,7,118,486,20,2,155,270,297,0,2,0,11,380,0,0,0,0,132,172,1
5,3928,2007,150000000,1.85,83,6.1,403,2,0,0,1,208,19,1,5,33,524,0,2,37,98,489,44,1,3,1,191,19,2,12,8,281,7,1,5,33,236,0,0,0,0,27,0,0,0,1,1,14,1
31,2652,1995,30000000,2.39,82,6.4,421,1,1,1,3,215,21,2,23,71,241,62,0,0,0,679,41,2,1,2,181,19,0,1,1,245,4,0,0,0,85,21,0,0,0,119,3,1,3,10,7,6,0
22,3459,2003,120000000,2.35,101,4.9,286,24,0,2,1,68,0,4,11,62,161,0,1,15,42,455,0,1,16,1,62,16,1,6,5,238,36,1,0,3,296,28,1,7,5,188,60,2,0,3,9,21,0
29,3579,2011,63000000,1.85,97,5.4,441,11,0,1,1,184,43,0,6,16,553,20,0,5,13,392,0,1,0,1,33,24,1,7,4,107,9,0,1,3,252,40,0,0,0,7,45,0,0,0,0,2,0
26,3014,2014,61000000,2.39,135,8.1,97,90,2,60,132,40,56,2,64,108,545,0,1,24,52,550,90,4,18,4,213,11,1,39,93,216,0,1,18,20,146,36,2,1,28,388,14,1,3,14,64,186,1
25,3049,2009,30000000,1.85,116,7.9,312,9,1,2,24,390,2,0,1,12,274,7,0,0,0,545,0,0,0,0,38,17,0,9,4,443,3,1,2,24,343,5,1,0,3,107,59,2,3,6,31,112,4
31,3275,2013,190000000,1.85,107,6.9,165,12,2,90,123,78,16,0,3,5,153,44,0,0,1,285,60,1,18,1,175,22,2,12,18,596,5,0,0,2,118,40,1,0,8,200,2,0,0,4,7,48,1
22,3231,2002,50000000,1.85,153,5.8,423,3,0,2,2,3,23,1,45,104,665,0,2,1,31,363,52,2,18,2,205,3,0,0,8,108,39,0,0,0,252,26,0,0,0,117,24,0,0,0,5,9,0
31,3185,2014,6500000,2.39,91,5.4,214,5,0,3,4,28,0,0,0,2,657,31,0,0,0,721,92,0,0,0,112,7,0,2,3,198,3,0,0,5,136,5,0,0,0,161,0,0,0,0,3,7,0
22,2919,1997,85000000,2.39,90,6.5,464,26,2,10,7,162,51,1,18,16,206,31,1,36,71,260,0,7,47,7,94,184,1,17,65,35,1,0,0,1,220,112,3,0,7,122,22,0,1,1,7,11,2
22,3202,2017,85000000,2.39,106,7,464,26,2,10,7,162,51,1,18,16,206,31,1,36,71,260,0,7,47,7,94,184,1,17,65,35,1,0,0,1,220,112,3,0,7,122,22,0,1,1,7,11,2
29,3783,2013,120000000,2.39,95,7,232,2,0,0,1,413,37,3,46,74,461,99,1,56,71,565,0,0,2,0,13,0,0,10,3,343,1,0,0,0,48,19,1,16,19,258,50,0,1,1,1,17,0
30,3790,2019,185000000,2.39,149,6.6,199,8,0,4,5,24,0,1,55,114,176,0,1,10,43,270,10,0,3,0,71,42,1,0,4,377,35,0,1,6,123,28,1,0,0,118,68,1,4,8,1,7,1
29,3357,2002,78000000,2.35,112,7.2,44,28,2,6,4,32,93,1,39,91,170,11,3,28,65,606,19,2,23,2,44,49,4,61,82,581,5,0,1,2,59,48,2,2,8,36,29,0,0,5,4,10,0
29,3750,2011,163000000,2.39,131,6,219,11,2,9,16,100,54,1,4,28,1,0,0,2,3,95,103,0,0,0,78,62,1,10,27,511,10,0,3,7,216,52,2,4,38,264,33,3,7,31,1,17,0
13,3014,2003,30000000,2.35,96,5.7,385,17,0,4,7,363,102,0,5,5,366,37,0,0,0,532,0,0,0,0,74,24,0,17,7,601,27,0,11,8,105,59,5,0,1,140,27,0,0,0,2,11,0
31,2604,1994,60000000,1.85,99,7.5,310,9,1,13,27,54,28,2,90,181,102,34,1,7,18,738,0,0,0,0,63,9,1,16,25,40,0,0,0,3,260,46,1,11,25,347,17,3,12,77,24,34,2
26,3480,2008,60000000,2.39,124,7.1,98,12,1,6,6,334,32,1,2,37,289,0,1,29,77,229,25,0,2,0,208,7,1,2,-6,531,15,2,12,36,104,18,0,1,1,71,11,0,1,1,2,4,0
22,3121,2012,42000000,2.35,43,7.2,352,2,1,18,13,230,37,2,8,61,88,28,0,23,57,88,0,1,54,1,136,29,2,12,2,412,3,0,0,11,19,8,0,0,0,226,5,0,0,0,11,21,0
26,3204,2014,81000000,2.39,124,7.7,285,4,1,5,18,5,0,0,0,0,118,71,1,60,57,476,81,0,3,0,81,17,0,11,17,260,7,0,2,5,109,11,0,1,4,24,34,3,1,25,10,32,0
22,3765,2017,90000000,2.39,119,6.9,176,18,1,1,6,116,78,0,15,64,372,69,1,13,38,295,145,2,9,2,81,18,0,11,17,94,0,0,0,3,119,23,0,10,3,223,33,0,0,4,6,19,0
26,3761,2017,97000000,2.39,124,6.4,367,44,4,40,90,306,51,2,74,144,357,0,0,3,11,75,37,1,8,1,91,6,0,4,7,125,25,0,4,8,61,60,0,1,29,163,28,1,2,13,2,13,0
31,3565,2007,85000000,2.39,119,6.9,426,23,1,17,72,150,59,2,77,191,63,53,2,103,194,486,41,1,20,1,50,0,0,1,1,76,5,0,0,1,321,11,1,17,72,239,41,0,0,4,1,5,0
29,3154,2014,40000000,1.85,97,5.6,40,14,0,3,4,215,56,2,42,90,284,71,5,17,32,630,69,1,0,1,66,0,0,0,0,539,7,0,1,2,213,88,0,1,1,224,0,0,0,0,1,7,0
30,3127,1998,140000000,2.39,123,6.7,289,43,0,9,15,66,40,1,20,42,54,35,1,8,34,58,18,2,48,2,216,2,0,16,10,322,7,0,0,2,166,19,1,1,3,245,6,0,0,1,15,36,4
29,3444,2002,60000000,2.39,111,5.5,76,9,0,2,5,116,32,0,15,64,606,14,0,4,5,505,34,1,4,1,101,54,1,13,7,557,10,0,1,3,165,19,0,3,4,179,41,1,1,7,2,3,0
29,3503,2018,100000000,2.39,109,5.3,324,19,0,4,8,404,13,1,4,28,267,64,1,51,87,62,75,1,10,1,114,48,0,7,8,50,0,0,0,0,110,20,0,1,2,192,54,1,0,12,0,4,0
26,3776,2005,75000000,1.85,129,6.3,68,4,1,5,7,345,0,2,11,22,224,0,1,28,69,454,0,0,0,0,108,9,1,26,56,515,2,0,0,0,159,0,0,0,0,82,0,0,0,0,2,22,0
22,3388,2018,62000000,2.39,119,6.7,24,65,0,5,9,110,57,2,81,173,499,42,0,3,7,53,7,0,16,0,78,73,1,17,34,498,10,0,0,2,240,54,0,0,1,173,17,0,0,0,1,4,0
22,3612,2010,110000000,2.39,122,6.4,353,46,0,24,10,24,0,1,46,105,399,49,6,3,27,125,29,1,48,1,88,92,8,59,87,362,11,0,0,0,275,69,1,5,29,351,0,0,0,0,4,15,1
26,2104,2010,110000000,2.39,122,6.4,353,46,0,24,10,24,0,1,46,105,399,49,6,3,27,125,29,1,48,1,88,92,8,59,87,362,11,0,0,0,275,69,1,5,29,351,0,0,0,0,4,15,1
31,3410,2008,110000000,2.39,109,5.1,353,46,0,24,10,24,0,1,46,105,399,49,6,3,27,125,29,1,48,1,88,92,8,59,87,362,11,0,0,0,275,69,1,5,29,351,0,0,0,0,4,15,1
31,4101,2018,120000000,2.39,151,6.1,42,13,0,0,3,116,81,0,15,64,467,0,1,22,58,470,0,0,1,0,12,37,0,12,5,522,2,0,0,0,141,21,0,0,0,276,18,0,0,1,0,7,0
26,3001,2002,102000000,2.39,92,7.6,427,44,3,170,187,413,24,3,35,63,436,134,2,9,4,693,24,2,3,2,109,154,5,166,320,484,10,0,1,5,140,22,2,17,51,99,21,1,3,6,20,90,1
30,3293,2002,30000000,2.39,116,6.2,18,16,1,1,2,356,0,1,35,95,334,27,0,4,4,575,42,2,8,2,72,34,5,14,34,168,1,0,0,1,11,41,1,5,3,363,6,0,0,2,3,6,0
22,3395,2011,110000000,1.78,91,5.4,358,8,0,0,0,161,74,6,1,26,470,75,4,15,50,327,0,0,1,0,79,73,0,6,5,239,11,1,0,4,259,49,1,3,2,329,38,1,3,9,2,8,0
11,3441,2018,50000000,2.39,121,7.1,424,14,0,4,4,304,36,1,38,66,609,76,3,58,64,705,0,0,14,0,125,10,1,8,56,336,1,0,0,0,187,63,6,2,6,237,14,0,0,0,1,12,0
22,3417,2011,70000000,2.35,100,5.7,228,5,0,2,3,0,31,1,8,19,513,17,0,1,1,743,52,0,2,0,25,51,2,6,11,101,2,0,0,0,199,22,0,0,1,348,30,0,0,2,1,4,0
22,3651,2010,100000000,2.35,100,6.7,0,13,1,20,62,438,63,2,5,80,146,2,0,0,0,477,43,2,12,2,110,7,0,6,22,8,15,1,20,62,240,46,0,0,1,55,33,0,0,1,3,15,0
31,3508,2016,50000000,2.35,109,6.3,360,10,0,0,2,116,75,0,15,64,372,63,1,12,37,29,0,1,34,1,125,10,1,6,54,234,1,0,0,2,19,17,0,0,0,55,44,0,0,1,2,8,0
11,3163,1999,135000000,2.39,107,6.4,288,51,0,23,19,347,44,2,21,23,595,0,0,8,5,633,21,1,13,1,47,0,0,0,0,441,1,1,1,3,2,15,1,2,4,231,33,1,3,23,7,12,0
16,3379,2011,50000000,2.35,145,7,175,10,2,14,48,221,0,0,2,6,302,0,0,0,2,352,81,0,1,0,148,22,1,71,99,241,14,2,14,48,193,17,0,0,2,141,38,0,0,1,11,70,0
22,3813,2018,90000000,2.39,108,8.4,39,0,1,10,1,389,8,0,3,7,259,59,0,1,9,268,0,1,22,1,43,44,4,1,31,483,10,1,24,19,276,0,0,0,2,70,0,0,3,11,77,56,1
16,4071,2016,135000000,2.35,103,6,91,7,0,2,1,300,0,0,8,22,660,87,7,8,22,431,0,3,35,3,200,36,0,8,3,329,10,0,0,3,202,35,0,24,23,180,0,1,3,13,0,10,0
30,3191,2002,80000000,1.66,130,7.2,113,0,3,8,30,104,0,0,3,3,99,5,3,8,22,710,0,0,3,0,5,44,2,24,38,96,6,3,8,22,62,0,0,0,3,67,0,4,5,62,10,26,1
29,4022,2016,75000000,1.85,116,7.1,146,28,0,9,13,298,58,1,43,80,521,0,1,49,109,672,49,1,19,1,96,8,0,2,2,197,3,0,9,13,115,0,0,0,2,247,0,0,0,0,3,23,2
29,3175,2016,40000000,2.35,107,5.9,444,56,0,0,6,170,64,0,9,26,372,63,1,12,37,711,0,0,1,0,33,30,1,2,-1,481,8,0,5,1,232,16,0,0,0,302,16,0,0,0,1,7,0
30,3017,2004,100000000,2.39,107,6.9,223,10,0,0,2,325,42,1,27,52,152,0,0,17,19,388,4,0,0,0,216,11,0,16,10,287,23,0,0,1,35,20,6,11,9,189,24,3,5,15,1,9,0
6,3332,2005,50000000,1.85,128,5.4,168,12,0,10,6,321,0,2,43,75,592,25,2,9,20,168,16,0,0,0,80,8,0,1,1,178,8,0,1,4,108,30,0,2,3,397,15,0,1,4,2,11,0
16,3158,1999,70000000,2.39,112,5.6,145,21,5,13,10,238,0,1,38,85,528,30,1,20,27,349,0,2,17,2,88,57,8,48,76,328,4,2,1,2,322,19,1,10,10,3,62,2,4,18,6,10,0
31,3525,2016,60000000,2.39,117,7.4,78,37,4,147,168,414,75,2,83,192,0,37,1,3,14,730,0,1,0,1,31,1,0,0,0,585,2,0,0,3,340,28,1,3,19,98,17,1,1,4,14,35,1
31,3502,2017,15000000,2.39,112,6.5,96,19,0,5,2,33,100,1,8,20,563,0,0,0,0,528,0,0,13,0,20,47,1,2,41,198,6,0,0,5,219,28,0,0,1,225,14,0,0,3,1,8,0
29,3317,2018,75000000,2.39,85,6.6,322,2,0,4,4,17,0,1,8,46,24,85,1,14,23,119,0,0,3,0,21,21,0,2,5,454,8,0,4,4,273,55,1,3,20,285,29,6,12,8,0,12,0
10,3270,2010,80000000,2.35,108,6.5,432,7,3,50,56,401,62,3,50,56,277,28,0,1,6,343,40,0,6,0,25,46,2,5,10,135,4,0,0,0,150,22,0,0,2,237,5,0,0,0,3,5,0
6,2938,2000,103000000,2.39,102,8.5,367,26,4,23,73,371,29,1,15,63,305,24,1,46,157,147,0,0,5,0,122,0,1,11,22,142,3,1,5,8,163,19,2,8,13,210,0,0,0,1,54,105,5
4,3467,2000,40000000,2.39,131,5.6,461,27,0,11,8,271,26,6,14,38,49,0,0,0,0,642,36,0,1,0,131,11,2,19,38,358,5,0,4,3,248,29,1,2,10,0,9,0,0,0,6,5,0
22,3674,2016,90000000,2.39,110,6.9,24,62,0,5,9,110,54,2,79,171,97,40,0,17,37,233,62,4,63,4,196,49,1,2,6,11,79,1,64,24,218,30,1,0,6,357,39,2,3,17,5,12,0
29,3141,2013,35000000,2.35,116,5.7,399,14,0,2,1,190,73,1,7,63,440,0,2,30,98,366,57,2,1,2,33,28,1,7,4,112,6,2,4,4,143,89,1,16,5,55,38,0,0,1,1,9,0
29,3204,2008,85000000,1.85,96,7,165,11,2,85,118,368,148,1,9,15,582,0,0,6,7,198,60,0,17,0,44,73,4,67,88,222,9,2,85,118,118,32,1,8,16,344,10,2,0,8,5,34,1
30,3730,2007,85000000,2.39,109,7,248,4,0,1,4,18,0,6,58,222,490,54,2,8,19,312,35,0,6,0,3,21,8,33,83,56,0,0,0,0,84,37,1,0,12,291,25,0,0,1,12,48,3
29,3000,2009,70000000,1.85,114,5.5,338,2,1,1,5,432,49,0,8,14,272,60,1,3,59,242,42,0,1,0,0,34,2,100,74,313,4,2,9,16,99,50,0,0,2,371,17,0,0,1,1,4,0
22,3103,2016,19000000,1.85,103,6.1,164,43,0,0,1,15,137,0,0,0,245,0,0,0,0,697,0,0,0,0,33,30,1,2,-1,363,3,0,0,2,185,0,0,1,1,96,0,1,0,5,1,26,0
29,3495,2007,85000000,1.85,155,5.9,116,31,0,1,4,3,39,1,50,109,373,14,1,1,13,339,0,1,6,1,191,19,2,12,8,47,10,2,1,5,78,65,1,0,-4,117,30,0,0,0,0,14,0
30,3005,1999,130000000,1.85,116,7.3,62,0,1,12,18,60,106,0,1,1,216,0,7,49,91,527,0,1,11,1,134,17,0,14,9,576,4,1,0,5,115,0,0,0,2,393,0,0,0,0,10,23,1
30,2676,1996,80000000,1.85,132,6.7,384,19,2,12,50,301,32,2,16,17,523,0,1,4,27,82,0,0,0,0,86,84,2,26,64,116,47,1,0,1,261,22,1,5,6,329,17,1,3,9,3,4,1
5,3136,2007,60000000,1.85,111,4.1,49,14,1,3,6,119,48,1,27,84,623,0,2,2,24,703,27,0,0,0,53,0,0,0,0,174,13,1,27,84,47,17,0,0,2,290,44,0,1,1,8,8,1
22,3236,2021,60000000,1.85,120,4.4,49,14,1,3,6,119,48,1,27,84,623,0,2,2,24,703,27,0,0,0,53,0,0,0,0,174,13,1,27,84,47,17,0,0,2,290,44,0,1,1,8,8,1
31,3110,2009,29000000,1.85,107,7.6,209,5,0,4,6,380,0,1,64,104,629,11,0,7,26,595,5,0,0,0,27,44,2,17,64,305,4,0,4,6,5,32,1,5,6,87,28,1,1,13,8,30,1
31,4303,2019,99000000,2.35,113,6.6,302,2,0,0,0,85,49,0,17,37,173,0,3,11,31,742,109,7,11,7,136,37,2,19,9,483,12,1,25,20,46,0,0,0,1,143,0,0,0,0,1,16,0
5,3952,2011,130000000,2.35,89,6.6,65,2,1,12,10,34,76,1,52,73,560,0,1,7,34,751,46,2,10,2,81,14,0,11,17,592,4,0,0,0,111,1,0,0,0,317,0,0,0,0,9,42,1
29,2536,2013,3000000,2.39,115,5.7,179,1,0,1,4,136,49,4,60,139,394,0,1,0,41,491,40,0,2,0,162,19,0,3,4,249,8,0,1,4,133,0,0,1,2,233,29,0,0,0,2,6,0
31,3117,1998,140000000,2.39,88,6.7,365,78,0,10,7,301,36,2,18,19,136,59,4,4,15,351,34,1,9,1,68,12,1,2,6,545,8,0,4,13,14,29,0,1,2,141,15,0,0,1,4,11,0
22,4001,2013,78000000,2.35,121,6.4,79,0,0,0,0,47,57,2,13,49,28,0,0,1,23,304,112,1,0,1,136,30,2,13,3,186,12,2,1,5,276,0,0,0,2,383,0,0,0,0,0,16,0
31,3175,2015,40000000,1.85,103,6,130,1,0,3,1,438,90,2,10,85,372,60,1,11,36,152,79,4,5,4,32,22,1,4,25,265,13,1,1,12,336,90,1,0,2,359,54,2,0,1,0,2,0
16,2285,2012,1000000,1.85,103,4.2,463,2,0,0,2,141,0,0,0,0,593,14,0,0,0,236,30,0,0,0,24,0,0,0,0,605,2,0,0,2,113,19,1,2,7,376,0,0,0,0,2,3,0
21,2015,2012,12000000,2.35,129,6.5,444,51,0,0,6,305,30,1,3,12,297,16,0,0,6,497,0,0,0,0,33,25,1,7,4,348,2,0,0,1,192,9,0,0,0,343,29,0,0,1,4,13,0
30,3056,2009,40000000,2.39,107,6.7,22,3,0,0,0,380,0,1,64,104,558,39,1,6,40,483,0,1,16,1,1,18,0,12,4,475,0,0,0,2,239,57,0,1,6,60,25,1,1,2,7,19,1
16,3012,2000,70000000,1.37,90,6.4,307,1,1,6,4,301,39,2,20,21,230,0,1,25,46,473,0,1,5,1,5,36,2,22,36,332,1,0,0,4,77,61,1,3,9,118,33,1,6,10,5,8,1
10,3167,2006,10000000,1.85,85,6.2,90,3,0,3,6,412,76,0,4,7,589,0,0,1,3,37,34,0,1,0,29,4,0,0,11,370,4,0,6,15,64,21,0,0,3,5,21,0,1,1,1,9,0
26,3882,2013,100000000,2.35,127,6.7,68,5,1,5,7,51,26,0,1,2,45,35,1,6,38,23,0,0,0,0,44,85,4,72,93,255,12,0,2,6,265,15,0,4,3,48,0,0,0,0,2,21,0
22,3584,2011,120000000,2.35,95,5.8,298,105,1,20,38,387,32,1,3,25,280,9,0,5,17,100,0,4,19,4,88,93,8,60,88,544,5,1,3,25,166,29,1,1,3,219,19,0,1,18,4,7,0
29,3442,2015,68000000,2.39,100,6.3,400,10,1,18,53,290,54,2,17,71,583,48,1,18,53,26,0,1,5,1,220,18,1,3,5,543,21,1,18,53,221,38,0,1,4,71,20,0,1,1,3,4,0
30,2794,1996,75000000,2.39,83,5.7,413,7,0,3,5,155,0,7,46,88,284,33,5,24,39,354,0,2,2,2,150,52,2,6,-5,164,27,0,0,0,2,10,1,2,4,244,0,1,0,2,3,9,1
31,3545,2012,150000000,1.85,123,5.7,228,6,0,2,3,377,29,0,6,17,398,84,1,13,40,606,49,2,33,2,90,6,1,7,8,124,0,0,0,0,20,0,0,0,0,164,63,1,5,12,2,3,0
6,2808,1999,80000000,2.39,108,5,187,3,0,1,8,270,47,1,0,27,83,0,1,18,36,572,6,1,15,1,94,196,1,19,67,156,0,0,0,6,177,27,1,0,2,118,31,1,6,10,4,14,0
